,W3_1H_A165,W3_1H_R166,W3_24H_A167,W3_24H_R168,W3_6H_A169,W3_6H_R170,W3_D14_A171,W3_D14_R172,W3_D3_A173,W3_D3_R174,W3_D7_A175,W3_D7_R176,W3_PRE_A177,W3_PRE_R178,W5_1H_A179,W5_1H_R180,W5_24H_A181,W5_24H_R182,W5_6H_A183,W5_6H_R184,W5_D10_A185,W5_D10_R186,W5_D14_A187,W5_D14_R188,W5_D3_A189,W5_D3_R190,W5_D7_A191,W5_D7_R192,W5_PRE_A193,W5_PRE_R194,W3_1H_A201,W3_1H_R202,W3_24H_A203,W3_24H_R204,W3_6H_A205,W3_6H_R206,W3_D14_R207,W3_PRE_A208,W3_PRE_R209,W4_1H_A210,W4_1H_R211,W4_24H_A212,W4_24H_R213,W4_6H_A214,W4_6H_R215,W4_D10_A216,W4_D10_R217,W4_D14_A218,W4_D14_R219,W4_D3_A220,W4_D3_R221,W4_D7_A222,W4_D7_R223,W4_PRE_A224,W4_PRE_R225,W5_1H_A226,W5_1H_R227,W5_24H_A228,W5_24H_R229,W5_6H_A230,W5_6H_R231,W5_PRE_A232,W5_PRE_R233,W6_1H_R234,W6_24H_A235,W6_24H_R236,W6_6H_A237,W6_6H_R238,W6_D3_A239,W6_D3_R240,W6_D7_A241,W6_D7_R242,W6_D10_A243,W6_D10_R244,W6_D14_A245,W6_D14_R246,W6_PRE_A247,W6_PRE_R248,W7_1H_A249,W7_1H_R250,W7_24H_A251,W7_24H_R252,W7_6H_A253,W7_6H_R254,W7_D10_A255,W7_D10_R256,W7_D14_A257,W7_D14_R258,W7_D7_A259,W7_D7_R260,W7_PRE_A261,W7_PRE_R262,W8_1H_A263,W8_1H_R264,W8_24H_A265,W8_24H_R266,W8_6H_A267,W8_6H_R268,W8_D10_A269,W8_D10_R270,W8_D14_A271,W8_D14_R272,W8_D3_A273,W8_D3_R274,W8_D7_A275,W8_D7_R276,W8_PRE_A277,W8_PRE_R278,W9_1H_A279,W9_1H_R280,W9_24H_A281,W9_24H_R282,W9_6H_A283,W9_6H_R284,W9_D10_A285,W9_D10_R286,W9_D14_A287,W9_D14_R288,W9_D3_A289,W9_D3_R290,W9_D7_A291,W9_D7_R292,W9_PRE_A293,W9_PRE_R294,W10_PRE_R307,W10_D3_R308,W10_D10_R309,W10_D14_R310,W11_PRE_A311,W11_1H_A312,W11_6H_A313,W11_24H_A314,W11_D3_A315,W11_D7_A316,W11_D10_A317,W11_D14_A318,W12_PRE_R319,W12_1H_R320,W12_6H_R321,W12_24H_R322,W12_D3_R323,W12_D7_R324,W12_D10_R325,W12_D14_R326
ssc-miR-325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-421-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,15,2,4,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-532-3p,0,0,1,3,6,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,6,0,0,6,3,1,2,3,9,2,0,17,24,10,0,28,20,0,0
ssc-miR-9806-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-326,20,37,2,469,245,18,0,0,2,499,0,0,50,8,0,0,2,0,3,4,5,2,0,0,21,1,1,0,0,0,6,2,2,81,67,3,0,18,4,32,5,7,7,2,0,5,7,0,0,0,17,1,3,0,0,0,0,2,0,2,0,0,0,8,6,3,35,3,3,11,21,11,10,5,10,9,5,20,0,0,4,0,9,70,0,0,14,14,4,9,14,1,14,7,7,10,15,6,16,15,7,15,10,23,4,14,0,2,0,6,4,6,0,0,10,24,0,0,5,0,56,4,0,0,3528,92,40,50,28,131,831,119,325,243,20,4,1104,2657,1591,14,1838,1238,12,6
ssc-miR-146a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-26b-3p,0,1,0,2,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,1,0,0,53,10,3,7,3,4,34,18,20,7,0,0,8,17,13,0,2,14,0,0
ssc-miR-9807-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9808-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-196b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0
ssc-miR-9809-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9810-3p,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,9,3,0,0,3,4,0,2,1,0,0
ssc-miR-2320-3p,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,17,20,8,9,7,4,31,7,15,8,0,0,2,5,1,0,0,3,0,0
ssc-miR-324,0,0,0,17,3,0,0,0,0,31,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,129,22,8,12,8,1,54,11,46,10,1,0,40,46,25,0,55,19,0,1
ssc-miR-9811-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9812-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9813-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9814-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-7137-5p,0,1,0,8,6,0,0,0,0,20,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,99,20,11,6,7,4,39,17,20,34,6,0,58,149,49,0,85,100,0,0
ssc-miR-9815-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-151-3p,19,60,8,273,431,13,4,0,6,1017,4,12,145,3,6,8,8,8,3,13,11,9,2,5,33,24,11,3,7,1,5,4,7,59,152,2,0,69,4,22,6,14,7,3,9,15,91,6,0,0,24,0,3,10,1,7,4,5,0,1,2,2,0,1,12,3,6,0,5,9,16,3,8,0,4,4,4,11,4,0,15,0,3,26,5,4,26,16,7,4,6,0,12,8,3,6,9,3,10,4,2,2,6,6,7,5,1,0,2,8,6,7,1,0,98,54,8,2,13,15,68,33,0,0,1975,736,469,286,95,198,700,243,254,907,179,26,837,1413,389,3,1204,894,6,7
ssc-miR-29a-3p,70,234,6,999,2394,25,4,1,15,4103,5,7,669,22,6,6,8,9,29,5,5,5,1,7,36,1,5,4,3,2,25,14,5,205,692,8,0,276,13,28,20,34,11,17,10,7,173,6,0,0,39,2,4,5,0,1,3,4,4,14,2,1,0,9,47,10,42,16,11,23,35,17,33,5,18,29,9,28,5,0,10,4,20,64,1,0,38,46,18,33,26,1,18,19,4,26,18,5,16,23,12,19,28,27,7,30,2,3,15,10,8,9,2,2,136,163,25,12,44,21,65,93,0,0,7928,1221,1035,457,2321,329,8087,2393,3733,972,373,39,1474,4162,1275,7,4946,2351,23,28
ssc-let-7f-3p,0,0,0,2,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,6,9,1,15,0,31,9,15,3,1,0,3,5,2,0,7,2,0,0
ssc-let-7d-3p,43,27,5,216,126,14,0,0,9,245,11,2,48,5,1,3,7,6,4,0,5,4,1,3,29,2,3,1,3,0,16,3,4,45,48,8,0,34,2,38,6,27,6,19,22,13,19,6,0,0,58,2,11,5,1,1,2,3,6,2,0,0,0,7,40,10,43,5,2,18,32,4,8,3,8,2,13,20,1,0,7,2,15,60,5,1,35,25,14,11,5,0,12,9,9,16,11,7,15,4,17,19,22,14,7,19,0,3,0,5,4,9,1,2,25,20,16,0,15,12,49,34,0,0,607,146,19,98,101,89,682,228,241,541,119,15,92,291,209,0,169,212,2,1
ssc-miR-1468,1,3,0,6,6,0,0,2,0,16,4,6,2,1,2,0,0,0,4,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,1,2,4,0,0,4,0,0,5,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,59,19,4,49,9,8,29,11,6,52,24,10,16,36,6,0,15,11,0,0
ssc-miR-1343,55,18,3,284,160,19,0,0,4,238,7,0,58,9,0,4,5,1,5,1,11,2,2,6,27,0,7,1,0,0,12,0,0,51,25,4,0,11,1,8,11,4,8,8,2,9,5,1,0,0,20,2,6,6,0,0,1,2,2,4,0,0,0,4,5,2,18,0,0,5,15,1,1,0,0,0,5,10,3,0,2,1,4,37,2,0,9,10,6,12,4,1,9,2,1,1,6,1,5,7,4,5,4,11,3,8,0,1,6,2,4,3,0,0,5,9,0,0,6,2,34,2,0,0,563,25,3,16,0,54,70,21,21,182,30,5,113,269,183,5,258,120,2,3
ssc-miR-676-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-192,11,82,6,486,122,13,6,0,6,773,14,18,23,5,0,3,2,4,3,2,5,4,1,1,14,3,1,0,4,1,2,3,5,100,46,2,0,13,1,8,0,7,0,2,0,12,9,0,0,0,6,0,0,0,0,0,2,1,2,2,0,1,0,5,13,2,26,3,3,2,2,5,2,0,3,2,3,8,0,0,1,0,0,7,1,3,11,5,3,5,3,0,1,2,2,1,9,8,12,0,7,4,9,3,1,3,0,1,0,2,1,1,0,0,17,12,0,0,5,4,33,15,0,0,557,235,207,107,497,16,1280,769,1262,144,25,6,95,218,161,2,184,59,4,2
ssc-miR-10387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-874,2,1,0,11,5,1,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,64,0,5,1,0,12,17,4,1,37,8,0,33,51,43,0,50,32,0,0
ssc-let-7i-3p,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,6,2,13,1,74,25,43,2,1,0,2,6,7,0,3,3,0,0
ssc-miR-9816-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-328,53,16,3,146,53,20,2,0,17,57,10,10,36,7,1,0,8,4,10,1,12,22,13,8,40,5,10,0,2,0,1,0,1,3,4,1,0,2,2,3,2,1,2,0,0,4,3,1,0,0,2,0,3,0,1,1,0,0,1,0,0,0,0,1,2,1,8,0,0,1,5,1,2,0,0,1,0,6,0,0,1,0,1,10,0,0,9,3,3,3,0,0,4,1,1,1,4,1,2,2,1,3,4,2,1,3,0,1,0,4,3,1,0,1,2,3,1,0,3,1,5,1,0,0,241,47,4,14,184,87,75,15,55,608,167,36,135,233,159,5,218,218,3,4
ssc-miR-30c-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ssc-miR-30c-1-3p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,4,1,2,3,2,0,1,1,1,0,6,4,0,0
ssc-miR-30b-3p,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,1,0,0,0,0,1
ssc-miR-769-3p,1,1,0,10,11,0,0,1,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,37,7,5,6,1,5,7,3,3,32,7,0,16,28,9,1,28,28,0,0
ssc-miR-1285,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,1,2,0,5,1,0,0
ssc-miR-210,5,6,0,45,32,0,0,0,0,41,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,0,0,11,4,0,0,1,0,4,2,0,2,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,1,0,0,0,0,1,6,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,5,0,2,0,0,652,166,62,35,31,19,118,53,103,180,10,1,100,281,138,1,164,182,1,0
ssc-miR-374b-3p,0,1,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,3,5,9,3,0,26,8,12,1,0,0,1,0,1,0,2,0,0,0
ssc-miR-374a-3p,2,2,0,6,23,1,1,0,0,49,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,15,1,0,6,0,1,0,2,0,2,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,1,1,1,0,0,0,1,5,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,4,0,0,179,115,127,69,22,1,156,26,48,9,5,1,8,34,6,0,8,18,0,0
ssc-miR-1271-5p,43,74,15,494,849,12,2,0,13,1477,16,18,158,3,3,8,2,3,8,9,9,7,1,1,48,0,4,1,7,1,21,5,13,97,270,4,0,71,2,30,10,27,7,3,3,21,67,2,0,0,65,0,15,8,3,3,10,0,4,2,0,2,0,4,9,7,20,5,3,15,68,7,20,3,6,30,11,22,3,0,14,3,20,76,5,2,61,30,24,17,12,1,11,18,4,13,22,4,14,12,4,7,26,20,21,28,1,6,10,18,9,10,0,2,14,84,7,0,12,8,116,18,0,0,10989,94,95,30,5,372,441,38,88,752,66,21,1063,2457,1173,0,3362,2198,7,16
